-67.412, -45.882, 64.295
-67.313, -45.897, 64.097
-67.214, -45.912, 63.898
-67.115, -45.927, 63.699
-67.017, -45.942, 63.5
-66.918, -45.957, 63.299
-66.819, -45.971, 63.098
-66.72, -45.986, 62.897
-66.621, -46, 62.694
-66.522, -46.014, 62.492
-66.423, -46.028, 62.288
-66.324, -46.042, 62.084
-66.225, -46.056, 61.879
-66.126, -46.07, 61.673
-66.027, -46.084, 61.467
-65.928, -46.097, 61.26
-65.828, -46.11, 61.052
-65.729, -46.124, 60.844
-65.63, -46.137, 60.635
-65.531, -46.15, 60.425
-65.432, -46.163, 60.215
-65.333, -46.175, 60.003
-65.233, -46.188, 59.791
-65.134, -46.2, 59.578
-65.035, -46.213, 59.365
-64.936, -46.225, 59.151
-64.836, -46.237, 58.935
-64.737, -46.249, 58.72
-64.638, -46.26, 58.503
-64.538, -46.272, 58.285
-64.439, -46.283, 58.067
-64.34, -46.294, 57.848
-64.24, -46.305, 57.628
-64.141, -46.316, 57.407
-64.042, -46.327, 57.186
-63.942, -46.338, 56.963
-63.843, -46.348, 56.74
-63.743, -46.358, 56.515
-63.644, -46.369, 56.29
-63.544, -46.378, 56.064
-63.445, -46.388, 55.837
-63.345, -46.398, 55.609
-63.246, -46.407, 55.38
-63.146, -46.416, 55.151
-63.046, -46.425, 54.92
-62.947, -46.434, 54.688
-62.847, -46.443, 54.455
-62.748, -46.451, 54.222
-62.648, -46.459, 53.987
-62.548, -46.468, 53.751
-62.449, -46.475, 53.514
-62.349, -46.483, 53.277
-62.249, -46.49, 53.038
-62.149, -46.498, 52.798
-62.05, -46.505, 52.557
-61.95, -46.511, 52.314
-61.85, -46.518, 52.071
-61.75, -46.524, 51.827
-61.65, -46.53, 51.581
-61.551, -46.536, 51.334
-61.451, -46.542, 51.086
-61.351, -46.547, 50.837
-61.251, -46.552, 50.586
-61.151, -46.557, 50.335
-61.051, -46.562, 50.082
-60.951, -46.566, 49.828
-60.851, -46.57, 49.572
-60.751, -46.574, 49.315
-60.652, -46.578, 49.057
-60.552, -46.581, 48.797
-60.452, -46.584, 48.537
-60.352, -46.587, 48.274
-60.252, -46.589, 48.01
-60.152, -46.591, 47.745
-60.052, -46.593, 47.478
-59.952, -46.595, 47.21
-59.852, -46.596, 46.94
-59.752, -46.597, 46.669
-59.652, -46.597, 46.396
-59.552, -46.598, 46.122
-59.452, -46.597, 45.845
-59.352, -46.597, 45.567
-59.252, -46.596, 45.288
-59.152, -46.595, 45.007
-59.052, -46.593, 44.724
-58.952, -46.591, 44.439
-58.852, -46.589, 44.152
-58.752, -46.586, 43.863
-58.652, -46.583, 43.573
-58.552, -46.579, 43.28
-58.452, -46.575, 42.986
-58.352, -46.57, 42.69
-58.252, -46.565, 42.391
-58.152, -46.56, 42.09
-58.053, -46.554, 41.787
-57.953, -46.548, 41.482
-57.853, -46.541, 41.175
-57.753, -46.533, 40.866
-57.654, -46.526, 40.554
-57.554, -46.517, 40.239
-57.454, -46.508, 39.922
-57.355, -46.499, 39.603
-57.255, -46.488, 39.281
-57.156, -46.478, 38.956
-57.057, -46.466, 38.629
-56.957, -46.454, 38.299
-56.858, -46.442, 37.966
-56.759, -46.428, 37.63
-56.66, -46.414, 37.291
-56.561, -46.4, 36.949
-56.462, -46.384, 36.603
-56.364, -46.368, 36.255
-56.265, -46.351, 35.903
-56.167, -46.333, 35.547
